अँग्रेज़	ãgrēza
छोड़ते	chōṛatē
छोड़ना	chōṛanā
छोड़नी	chōṛanī
छोड़ने	chōṛanē
छोड़ा	chōṛā
छोड़ी	chōṛī
छोड़ीं	chōṛī̃
छोड़े	chōṛē
छोर	chōra
जँचीं	jam̐cī̃
जंक	janka
जंग	janga
जंगड़ा	jangaṛā
जंगल	jangala
जंगली	jangalī
जंगलों	jangalō̃
जंतुओं	jantuō̃
ज़कात	zakāta
जकार्ता	jakārtā
ज़ख्म	zakhma
जख़्मी	jaḵẖmī
ज़ख़्मी	zaḵẖmī
ज़ख़ीरा	zaḵẖīrā
जगजीत	jagajīta
जगत	jagata
जगत्	jagat
जगतगुरू	jagatagurū
जगतार	jagatāra
जगदम्बा	jagadambā
जगदीप	jagadīpa
जगदीश	jagadīśa
जगदीशपुर	jagadīśapura
जगदीशपुरा	jagadīśapurā
जगदेव	jagadēva
जगन्नाथ	jagannātha
जगन्नाथन	jagannāthana
जगमगाती	jagamagātī
जगमोहन	jagamōhana
जगह	jagaha
जगहें	jagahē̃
जगहों	jagahō̃
जगा	jagā
जगाई	jagāī
जगाए	jagāē
जगाता	jagātā
जगाने	jagānē
जगाया	jagāyā
जगी	jagī
जगुआर	jaguāra
जज	jaja
ज़ज़्बा	zazbā
जज़्बे	jazbē
जजमेंट	jajamēṇṭa
जजों	jajō̃
ज्ञात	jñāta
ज्ञान	jñāna
ज्ञानदूत	jñānadūta
ज्ञानप्रकाश	jñānaprakāśa
जटिल	jaṭila
जटिलताएँ	jaṭilatāē̃
जटिलताओं	jaṭilatāō̃
जड़	jaṛa
जड़ी	jaṛī
जड़ें	jaṛē̃
जड़ों	jaṛō̃
जत्था	jatthā
जतन	jatana
जताई	jatāī
जताएंगे	jatāēngē
जताता	jatātā
जताते	jatātē
जताना	jatānā
जताया	jatāyā
जतायी	jatāyī
जद्दाह	jaddāha
जद्दोजहद	jaddōjahada
जन	jana
जनक	janaka
जनगणना	janagaṇanā
जनजाति	janajāti
जनजातियाँ	janajātiyā̃
जनजातियों	janajātiyō̃
जनजीवन	janajīvana
जनता	janatā
जनतांत्रिक	janatāntrika
जन्नत	jannata
जननांग	jananānga
जननांगों	jananāngō̃
जननेंद्रिय	jananēndriya
जनप्रतिनिधियों	janapratinidhiyō̃
जन्म	janma
जनमत	janamata
जनमतसंग्रह	janamatasangraha
जन्मदिन	janmadina
जन्मभूमि	janmabhūmi
जन्मशती	janmaśatī
जन्मस्थल	janmasthala
जन्मस्थान	janmasthāna
जन्मसिद्ध	janmasiddha
जन्मा	janmā
जन्मी	janmī
जन्मे	janmē
जन्मेषभाई	janmēṣabhāī
जनरल	janarala
जनरलों	janaralō̃
जनवरी	janavarī
जनशक्ति	janaśakti
जनसंख्या	janasaṁkhyā
जनसंपर्क	janasamparka
जनसंहार	janasaṁhāra
जनसमर्थन	janasamarthana
जनसमूह	janasamūha
जनहित	janahita
जनाज़ा	janāzā
जनाधार	janādhāra
जनाब	janāba
जनार्दन	janārdana
जपित	japita
जफ़र	jafara
जब	jaba
जबकि	jabaki
जबड़े	jabaṛē
ज़ब्त	zabta
जबतक	jabataka
जबर्दस्त	jabardasta
ज़बरदस्त	zabaradasta
ज़बर्दस्त	zabardasta
ज़बरदस्ती	zabaradastī
जबरन	jabarana
जबलपुर	jabalapura
जबसे	jabasē
ज़बानी	zabānī
जबाब	jabāba
जम	jama
जमकर	jamakara
जमगमाती	jamagamātī
जम्मीतवी	jammītavī
जम्मू	jammū
जम्मूतवी	jammūtavī
जमशेदपुर	jamaśēdapura
जमा	jamā
जमाते	jamātē
जमानत	jamānata
ज़मानत	zamānata
ज़मानती	zamānatī
जमाना	jamānā
ज़माना	zamānā
जमाने	jamānē
ज़माने	zamānē
जमाली	jamālī
जमाव	jamāva
जमावड़ा	jamāvaṛā
जमावड़े	jamāvaṛē
जमींदार	jamīndāra
ज़मीन	zamīna
ज़मीनी	zamīnī
जमीयत	jamīyata
ज़मीर	zamīra
जमे	jamē
जय	jaya
जयंत	jayanta
जयंती	jayantī
जयप्रकाश	jayaprakāśa
जयपुर	jayapura
जयललिता	jayalalitā
जयश्री	jayaśrī
जयसवाल	jayasavāla
जयसूर्या	jayasūryā
जयहिन्द	jayahinda
जया	jayā
ज्याँ	jyā̃
ज्याक	jyāka
ज़्यादती	zyādatī
ज्यादा	jyādā
ज़्यादा	zyādā
ज्यादातर	jyādātara
ज़्यादातर	zyādātara
ज़्यादाथर	zyādāthara
जयानंद	jayānanda
जयानंदा	jayānandā
जयाप्रदा	jayāpradā
ज्यामितिक	jyāmitika
ज्यूरी	jyūrī
जयेंद्र	jayēndra
जयेन्द्र	jayēndra
जयेश	jayēśa
ज्यों	jyō̃
ज्योतिरादित्य	jyōtirāditya
ज्यौफरी	jyaupharī
ज़रकावी	zarakāvī
ज़रक़ावी	zaraqāvī
जर्नल	jarnala
जरनैल	jaranaila
जर्मन	jarmana
जर्मनी	jarmanī
ज़रवार	zaravāra
जर्सी	jarsī
ज़रा	zarā
ज़रार	zarāra
जरिए	jariē
ज़रिए	zariē
ज़रिया	zariyā
जरीवाला	jarīvālā
ज़रुर	zarura
जरुरत	jarurata
ज़रुरत	zarurata
ज़रुरी	zarurī
ज़रूर	zarūra
जरूरत	jarūrata
ज़रूरत	zarūrata
ज़रूरतः	zarūrataḥ
ज़रूरतमंद	zarūratamanda
ज़रूरतमंदों	zarūratamandō̃
ज़रूरतों	zarūratō̃
जरूरी	jarūrī
ज़रूरी	zarūrī
ज़रूरीः	zarūrīḥ
जल	jala
जलगाँव	jalagā̃va
ज़लज़लों	zalazalō̃
जलडमरूमध्य	jalaḍamarūmadhya
जलती	jalatī
जल्द	jalda
जल्दबाजी	jaldabājī
जल्दबाज़ी	jaldabāzī
जल्दी	jaldī
जलन	jalana
जलने	jalanē
जलपाईगुड़ी	jalapāīguṛī
जलवा	jalavā
जलवायु	jalavāyu
जलवे	jalavē
जला	jalā
जलाता	jalātā
जलाने	jalānē
जलाया	jalāyā
जलाल	jalāla
जलालुद्दीन	jalāluddīna
जलाशय	jalāśaya
जलाशयों	jalāśayō̃
जलेगी	jalēgī
ज्वलंत	jvalanta
जव्वाद	javvāda
जवागल	javāgala
जवान	javāna
जवानी	javānī
जवानों	javānō̃
जवाब	javāba
जवाबतलब	javābatalaba
जवाबदेह	javābadēha
जवाबदेही	javābadēhī
जवाबी	javābī
जवाबों	javābō̃
ज्वार	jvāra
ज्वालामुखी	jvālāmukhī
जवाहर	javāhara
जवाहरलाल	javāharalāla
ज़्वेरेव	zvērēva
जश्न	jaśna
जस्टिन	jasṭina
जस्टिस	jasṭisa
जसविंदर	jasavindara
जस्सी	jassī
ज़हन	zahana
जहर	jahara
ज़हर	zahara
ज़हरीली	zaharīlī
जहाँ	jahā̃
जहाँकि	jahā̃ki
जहां	jahā̃
जहाज़	jahāza
जहाज़रानी	jahāzarānī
जहाज़ो	jahāzō
जहाज़ों	jahāzō̃
जहानाबाद	jahānābāda
जहीर	jahīra
ज़हीर	zahīra
जा	jā
जाँएंगे	jā̃ēngē
जाँच	jā̃ca
जाँचकर्ता	jā̃cakartā
जाँचकर्ताओं	jā̃cakartāō̃
जाँचना	jā̃canā
जाँचने	jā̃canē
जाँचपड़ताल	jā̃capaṛatāla
जांगीर	jāngīra
जांघ	jāngha
जांघों	jānghō̃
जांच	jāñca
जाइए	jāiē
जाइरोस्कोप	jāirōskōpa
जाउँगा	jāũgā
जाऊँ	jāū̃
जाऊँगा	jāū̃gā
जाए	jāē
जाएँ	jāē̃
जाएँगी	jāē̃gī
जाएँगीं	jāē̃gī̃
जाएँगे	jāē̃gē
जाएँगेः	jāē̃gēḥ
जाएं	jāē̃
जाएंगी	jāēngī
जाएंगे	jāēngē
जाएगा	jāēgā
जाएगाजो	jāēgājō
जाएगी	jāēgī
जाऐं	jāaĩ
जाओ	jāō
जाओगे	jāōgē
जाकर	jākara
जाकिर	jākira
ज़ाकिर	zākira
जाग	jāga
जागता	jāgatā
जागती	jāgatī
जागरुक	jāgaruka
जागरुकता	jāgarukatā
जागरूक	jāgarūka
जागरूकता	jāgarūkatā
जागी	jāgī
जात	jāta
जाता	jātā
जाति	jāti
ज़ाति	zāti
जातिगत	jātigata
जातियों	jātiyō̃
जातिवाद	jātivāda
जाती	jātī
जातीं	jātī̃
जातीय	jātīya
जाते	jātē
जादुई	jāduī
जादू	jādū
जादूगर	jādūgara
जादोपुर	jādōpura
जान	jāna
जानकर	jānakara
जानकरी	jānakarī
जानकारियाँ	jānakāriyā̃
जानकारियों	jānakāriyō̃
जानकारी	jānakārī
जानकारों	jānakārō̃
जानकीदास	jānakīdāsa
जानता	jānatā
जानती	jānatī
जानते	jānatē
जानना	jānanā
जाननी	jānanī
जानने	jānanē
जानबूझकर	jānabūjhakara
जानवर	jānavara
जानवरों	jānavarō̃
जाना	jānā
जानिए	jāniē
जानी	jānī
जानीमानी	jānīmānī
जाने	jānē
जानें	jānē̃
जानेंगे	jānēngē
जानेमाने	jānēmānē
जानेवाली	jānēvālī
जानेवाले	jānēvālē
जानो	jānō
जापान	jāpāna
जापानियों	jāpāniyō̃
जापानी	jāpānī
जाफना	jāphanā
जाफ़ना	jāfanā
जाफ़री	jāfarī
जामनगर	jāmanagara
जाम्बिया	jāmbiyā
ज़ाम्बिया	zāmbiyā
जामिया	jāmiyā
जायगा	jāyagā
जायज़	jāyaza
जायजा	jāyajā
जायज़ा	jāyazā
जायद	jāyada
ज़ायद	zāyada
जायदाद	jāyadāda
जायसवाल	jāyasavāla
जाया	jāyā
जायेंगे	jāyēngē
जायेगा	jāyēgā
ज़ायेद	zāyēda
जार्ज	jārja
जारवा	jāravā
ज़ारा	zārā
जारी	jārī
जाल	jāla
जालंधर	jālandhara
जालसाज़ी	jālasāzī
जालसाज़ों	jālasāzō̃
ज़ालिमों	zālimō̃
जाली	jālī
जालौर	jālaura
जावा	jāvā
जावास्क्रिप्ट	jāvāskripṭa
जावेद	jāvēda
जासूस	jāsūsa
जासूसी	jāsūsī
जाहिर	jāhira
ज़ाहिर	zāhira
ज़ाहिरा	zāhirā
जिंगल्स	jingalsa
ज़िंटा	ziṇṭā
जिंदगी	jindagī
ज़िंदगी	zindagī
ज़िंदग़ी	zindaġī
जिंदल	jindala
जिंदा	jindā
ज़िंदा	zindā
जिए	jiē
जिएँ	jiē̃
जिक्र	jikra
ज़िक्र	zikra
जिज्ञासा	jijñāsā
जिज्ञासाओं	jijñāsāō̃
ज़िटा	ziṭā
जितना	jitanā
जितनी	jitanī
जितने	jitanē
जितवा	jitavā
जितवाती	jitavātī
जितवाया	jitavāyā
जिता	jitā
जितेंदर	jitēndara
जितेंद्र	jitēndra
जितेन्द्र	jitēndra
ज़िद	zida
ज़िदगी	zidagī
ज़िदग़ी	zidaġī
ज़िदा	zidā
ज़िदान	zidāna
जिन	jina
जिनका	jinakā
जिनकी	jinakī
जिनके	jinakē
जिनको	jinakō
ज़िन्दा	zindā
जिनमे	jinamē
जिनमें	jinamē̃
जिनसे	jinasē
जिन्हे	jinhē
जिन्हें	jinhē̃
जिन्होंने	jinhōnnē
जिन्होनें	jinhōnē̃
जिनी	jinī
ज़िनी	zinī
ज़िनेदिन	zinēdina
जिम	jima
जिमखाना	jimakhānā
ज़िम्बाब्वे	zimbābvē
ज़िम्बाव्बे	zimbāvbē
ज़िम्मा	zimmā
ज़िम्मे	zimmē
जिम्मेदार	jimmēdāra
ज़िम्मेदार	zimmēdāra
ज़िम्मेदाराना	zimmēdārānā
जिम्मेदारियाँ	jimmēdāriyā̃
ज़िम्मेदारियाँ	zimmēdāriyā̃
ज़िम्मेदारियों	zimmēdāriyō̃
ज़िम्मेदारी	zimmēdārī
ज़िम्मेवार	zimmēvāra
जिमी	jimī
ज़िमेडिन	zimēḍina
जिया	jiyā
ज़ियाउद्दीन	ziyāuddīna
जियाबाओ	jiyābāō
जिये	jiyē
जियें	jiyē̃
जियेगी	jiyēgī
जियो	jiyō
जियोसाईंसेस	jiyōsāī̃sēsa
जिरगा	jiragā
ज़िला	zilā
ज़िलाधीश	zilādhīśa
ज़िलाधीशों	zilādhīśō̃
जिलाया	jilāyā
जिलियन	jiliyana
जिले	jilē
ज़िले	zilē
जिलों	jilō̃
जिस	jisa
जिसका	jisakā
जिसकी	jisakī
जिसके	jisakē
जिसको	jisakō
जिसने	jisanē
जिसपर	jisapara
जिसमे	jisamē
जिसमें	jisamē̃
